,Date,Team,2007,Last 3,Last 1,Home,Away,2006,Current,Previous
4628,2007-09-08,Detroit,,1.000,1.000,0.530,0.541,,0.535,--
4629,2007-09-08,Philadelphia,,0.333,0.000,0.578,0.493,,0.534,0.000
4630,2007-09-08,Colorado,,0.667,1.000,0.629,0.429,,0.528,--
4631,2007-09-08,Chi Cubs,,0.333,0.000,0.529,0.508,,0.519,1.000
4632,2007-09-08,LA Dodgers,,0.333,0.000,0.532,0.500,,0.515,--
4633,2007-09-08,Toronto,,0.667,1.000,0.617,0.420,,0.512,0.000
4634,2007-09-08,Atlanta,,0.667,1.000,0.500,0.515,,0.508,1.000
4635,2007-09-08,Milwaukee,,0.667,0.000,0.638,0.361,,0.508,--
4636,2007-09-08,St. Louis,,0.333,0.000,0.578,0.406,,0.492,0.000
4637,2007-09-08,Minnesota,,0.000,0.000,0.524,0.446,,0.484,1.000
4638,2007-09-08,Oakland,,0.333,0.000,0.500,0.456,,0.477,--
4639,2007-09-08,Kansas City,,0.000,0.000,0.477,0.459,,0.468,--
4640,2007-09-08,Texas,,1.000,1.000,0.554,0.371,,0.465,--
4641,2007-09-08,SF Giants,,0.667,1.000,0.508,0.400,,0.455,--
4642,2007-09-08,Washington,,0.667,0.000,0.515,0.391,,0.454,--
4643,2007-09-08,Cincinnati,,0.667,1.000,0.500,0.406,,0.454,1.000
4644,2007-09-08,Miami,,0.333,1.000,0.433,0.453,,0.443,--
4645,2007-09-08,Pittsburgh,,0.667,1.000,0.484,0.385,,0.434,--
4646,2007-09-08,Houston,,0.000,0.000,0.523,0.338,,0.429,--
4647,2007-09-08,Chi Sox,,0.333,1.000,0.441,0.397,,0.417,--
4648,2007-09-08,Baltimore,,0.000,0.000,0.419,0.406,,0.413,--
4649,2007-09-08,Tampa Bay,,0.333,0.000,0.456,0.356,,0.409,--
4650,2007-09-09,LA Angels,,0.667,0.000,0.676,0.550,,0.618,--
4651,2007-09-09,Boston,,0.667,0.000,0.623,0.552,,0.586,--
4652,2007-09-09,Cleveland,,0.333,1.000,0.615,0.551,,0.582,--
4653,2007-09-09,NY Yankees,,1.000,1.000,0.642,0.475,,0.563,--
4654,2007-09-09,Arizona,,1.000,1.000,0.621,0.493,,0.556,--
4655,2007-09-09,NY Mets,,0.667,1.000,0.540,0.565,,0.553,--
4656,2007-09-09,San Diego,,0.333,1.000,0.567,0.531,,0.550,0.000
4657,2007-09-09,Detroit,,1.000,1.000,0.537,0.541,,0.539,--
4658,2007-09-09,Seattle,,0.000,0.000,0.619,0.464,,0.538,--
4659,2007-09-09,Philadelphia,,0.333,1.000,0.585,0.493,,0.537,0.000
4660,2007-09-09,Colorado,,0.333,0.000,0.619,0.429,,0.524,--
4661,2007-09-09,Chi Cubs,,0.333,1.000,0.529,0.516,,0.523,1.000
4662,2007-09-09,LA Dodgers,,0.667,1.000,0.532,0.507,,0.519,--
4663,2007-09-09,Milwaukee,,0.667,1.000,0.638,0.371,,0.512,--
4664,2007-09-09,Atlanta,,1.000,1.000,0.508,0.515,,0.512,1.000
4665,2007-09-09,Toronto,,0.667,0.000,0.617,0.414,,0.508,0.000
4666,2007-09-09,St. Louis,,0.333,0.000,0.578,0.400,,0.488,0.000
4667,2007-09-09,Minnesota,,0.000,0.000,0.524,0.439,,0.481,1.000
4668,2007-09-09,Oakland,,0.333,0.000,0.500,0.449,,0.474,--
4669,2007-09-09,Texas,,1.000,1.000,0.561,0.371,,0.469,--
4670,2007-09-09,Kansas City,,0.000,0.000,0.470,0.459,,0.465,--
4671,2007-09-09,SF Giants,,0.667,0.000,0.500,0.400,,0.451,--
4672,2007-09-09,Washington,,0.333,0.000,0.515,0.385,,0.450,--
4673,2007-09-09,Cincinnati,,0.667,0.000,0.493,0.406,,0.450,1.000
4674,2007-09-09,Miami,,0.333,0.000,0.433,0.446,,0.439,--
4675,2007-09-09,Pittsburgh,,0.333,0.000,0.477,0.385,,0.431,--
4676,2007-09-09,Houston,,0.000,0.000,0.523,0.333,,0.425,--
4677,2007-09-09,Chi Sox,,0.667,1.000,0.450,0.397,,0.422,--
4678,2007-09-09,Baltimore,,0.333,1.000,0.429,0.406,,0.417,--
4679,2007-09-09,Tampa Bay,,0.667,1.000,0.464,0.356,,0.414,--
4680,2007-09-10,LA Angels,,0.333,0.000,0.667,0.550,,0.614,--
4681,2007-09-10,Boston,,0.667,1.000,0.623,0.559,,0.589,--
4682,2007-09-10,Cleveland,,0.667,1.000,0.615,0.557,,0.585,--
4683,2007-09-10,NY Yankees,,1.000,1.000,0.642,0.484,,0.566,--
4684,2007-09-10,Arizona,,1.000,1.000,0.627,0.493,,0.560,--
4685,2007-09-10,NY Mets,,1.000,1.000,0.547,0.565,,0.556,--
4686,2007-09-10,San Diego,,0.333,0.000,0.567,0.523,,0.546,0.000
4687,2007-09-10,Seattle,,0.333,1.000,0.619,0.471,,0.541,--
4688,2007-09-10,Philadelphia,,0.667,1.000,0.591,0.493,,0.541,0.000
4689,2007-09-10,Detroit,,0.667,0.000,0.529,0.541,,0.535,--
4690,2007-09-10,Colorado,,0.667,1.000,0.625,0.429,,0.528,--
4691,2007-09-10,Chi Cubs,,0.333,0.000,0.529,0.508,,0.519,1.000
4692,2007-09-10,LA Dodgers,,0.333,0.000,0.532,0.500,,0.515,--
4693,2007-09-10,Milwaukee,,0.667,1.000,0.638,0.381,,0.515,--
4694,2007-09-10,Atlanta,,0.667,0.000,0.500,0.515,,0.508,1.000
4695,2007-09-10,Toronto,,0.333,0.000,0.617,0.409,,0.504,0.000
4696,2007-09-10,Minnesota,,0.333,1.000,0.524,0.448,,0.485,1.000
4697,2007-09-10,St. Louis,,0.000,0.000,0.578,0.394,,0.485,0.000
4698,2007-09-10,Texas,,1.000,1.000,0.567,0.371,,0.473,--
4699,2007-09-10,Oakland,,0.000,0.000,0.500,0.443,,0.470,--
4700,2007-09-10,Kansas City,,0.000,0.000,0.463,0.459,,0.461,--
4701,2007-09-10,SF Giants,,0.667,1.000,0.507,0.400,,0.455,--
4702,2007-09-10,Washington,,0.333,1.000,0.515,0.394,,0.455,--
4703,2007-09-10,Cincinnati,,0.333,0.000,0.485,0.406,,0.447,1.000
4704,2007-09-10,Miami,,0.333,0.000,0.433,0.439,,0.436,--
4705,2007-09-10,Pittsburgh,,0.667,1.000,0.485,0.385,,0.435,--
4706,2007-09-10,Houston,,0.000,0.000,0.523,0.329,,0.422,--
4707,2007-09-10,Tampa Bay,,0.667,1.000,0.471,0.356,,0.419,--
4708,2007-09-10,Chi Sox,,0.667,0.000,0.443,0.397,,0.419,--
4709,2007-09-10,Baltimore,,0.333,0.000,0.422,0.406,,0.414,--
4710,2007-09-11,LA Angels,,0.333,0.000,0.667,0.550,,0.614,--
4711,2007-09-11,Cleveland,,1.000,1.000,0.615,0.563,,0.588,--
4712,2007-09-11,Boston,,0.333,0.000,0.613,0.559,,0.585,--
4713,2007-09-11,NY Yankees,,1.000,1.000,0.642,0.484,,0.566,--
4714,2007-09-11,Arizona,,1.000,1.000,0.627,0.500,,0.563,--
4715,2007-09-11,NY Mets,,1.000,1.000,0.554,0.565,,0.560,--
4716,2007-09-11,San Diego,,0.333,0.000,0.567,0.523,,0.546,0.000
4717,2007-09-11,Philadelphia,,1.000,1.000,0.597,0.493,,0.544,0.000
4718,2007-09-11,Detroit,,0.667,1.000,0.536,0.541,,0.539,--
4719,2007-09-11,Seattle,,0.333,0.000,0.609,0.471,,0.537,--
4720,2007-09-11,Colorado,,0.333,0.000,0.625,0.422,,0.523,--
4721,2007-09-11,Chi Cubs,,0.667,1.000,0.536,0.508,,0.523,1.000
4722,2007-09-11,LA Dodgers,,0.333,0.000,0.532,0.500,,0.515,--
4723,2007-09-11,Milwaukee,,0.667,0.000,0.638,0.375,,0.511,--
4724,2007-09-11,Atlanta,,0.333,0.000,0.500,0.508,,0.504,1.000
4725,2007-09-11,Toronto,,0.000,0.000,0.617,0.403,,0.500,0.000
4726,2007-09-11,Minnesota,,0.667,1.000,0.524,0.456,,0.489,1.000
4727,2007-09-11,St. Louis,,0.000,0.000,0.578,0.388,,0.481,0.000
4728,2007-09-11,Oakland,,0.333,1.000,0.500,0.451,,0.474,--
4729,2007-09-11,Texas,,1.000,1.000,0.567,0.371,,0.473,--
4730,2007-09-11,Washington,,0.667,1.000,0.515,0.403,,0.459,--
4731,2007-09-11,Kansas City,,0.000,0.000,0.456,0.459,,0.457,--
4732,2007-09-11,SF Giants,,0.333,0.000,0.500,0.400,,0.452,--
4733,2007-09-11,Cincinnati,,0.333,0.000,0.485,0.406,,0.447,1.000
4734,2007-09-11,Pittsburgh,,0.667,1.000,0.493,0.385,,0.439,--
4735,2007-09-11,Miami,,0.000,0.000,0.427,0.439,,0.433,--
4736,2007-09-11,Tampa Bay,,1.000,1.000,0.471,0.367,,0.423,--
4737,2007-09-11,Houston,,0.000,0.000,0.523,0.329,,0.422,--
4738,2007-09-11,Chi Sox,,0.333,0.000,0.436,0.397,,0.415,--
4739,2007-09-11,Baltimore,,0.333,0.000,0.422,0.406,,0.414,--
4740,2007-09-12,LA Angels,,0.333,1.000,0.667,0.557,,0.617,--
4741,2007-09-12,Cleveland,,1.000,1.000,0.615,0.569,,0.591,--
4742,2007-09-12,Boston,,0.667,1.000,0.619,0.559,,0.588,--
4743,2007-09-12,NY Yankees,,1.000,1.000,0.642,0.492,,0.569,--
4744,2007-09-12,Arizona,,0.667,0.000,0.627,0.493,,0.559,--
4745,2007-09-12,NY Mets,,0.667,0.000,0.546,0.565,,0.556,--
4746,2007-09-12,San Diego,,0.667,1.000,0.567,0.530,,0.549,0.000
4747,2007-09-12,Detroit,,0.667,1.000,0.543,0.541,,0.542,--
4748,2007-09-12,Philadelphia,,0.667,0.000,0.588,0.493,,0.540,0.000
4749,2007-09-12,Seattle,,0.333,0.000,0.600,0.471,,0.533,--
4750,2007-09-12,Colorado,,0.667,1.000,0.625,0.431,,0.527,--
4751,2007-09-12,Chi Cubs,,0.333,0.000,0.536,0.500,,0.519,1.000
4752,2007-09-12,Milwaukee,,0.667,1.000,0.638,0.385,,0.515,--
4753,2007-09-12,LA Dodgers,,0.333,0.000,0.524,0.500,,0.511,--
4754,2007-09-12,Atlanta,,0.333,1.000,0.500,0.515,,0.508,1.000
4755,2007-09-12,Toronto,,0.000,0.000,0.607,0.403,,0.496,0.000
4756,2007-09-12,Minnesota,,1.000,1.000,0.524,0.464,,0.492,1.000
4757,2007-09-12,Oakland,,0.667,1.000,0.500,0.458,,0.478,--
4758,2007-09-12,St. Louis,,0.000,0.000,0.578,0.382,,0.477,0.000
4759,2007-09-12,Texas,,0.667,0.000,0.567,0.365,,0.469,--
4760,2007-09-12,SF Giants,,0.667,1.000,0.507,0.400,,0.456,--
4761,2007-09-12,Washington,,0.667,0.000,0.515,0.397,,0.455,--
4762,2007-09-12,Kansas City,,0.000,0.000,0.449,0.459,,0.454,--
4763,2007-09-12,Cincinnati,,0.333,1.000,0.493,0.406,,0.451,1.000
4764,2007-09-12,Miami,,0.333,1.000,0.435,0.439,,0.437,--
4765,2007-09-12,Pittsburgh,,0.667,0.000,0.485,0.385,,0.436,--
4766,2007-09-12,Houston,,0.333,1.000,0.530,0.329,,0.427,--
4767,2007-09-12,Tampa Bay,,0.667,0.000,0.471,0.361,,0.420,--
4768,2007-09-12,Chi Sox,,0.000,0.000,0.429,0.397,,0.412,--
4769,2007-09-12,Baltimore,,0.333,0.000,0.415,0.406,,0.411,--
4770,2007-09-13,LA Angels,,0.667,1.000,0.667,0.565,,0.619,--
4771,2007-09-13,Boston,,0.667,1.000,0.625,0.559,,0.591,--
4772,2007-09-13,Cleveland,,0.667,0.000,0.615,0.562,,0.587,--
4773,2007-09-13,NY Yankees,,1.000,1.000,0.642,0.500,,0.573,--
4774,2007-09-13,Arizona,,0.667,1.000,0.627,0.500,,0.562,--
4775,2007-09-13,NY Mets,,0.667,1.000,0.552,0.565,,0.559,--
4776,2007-09-13,Detroit,,1.000,1.000,0.549,0.541,,0.546,--
4777,2007-09-13,San Diego,,0.333,0.000,0.567,0.522,,0.545,0.000
4778,2007-09-13,Seattle,,0.333,1.000,0.606,0.471,,0.537,--
4779,2007-09-13,Philadelphia,,0.333,0.000,0.580,0.493,,0.536,0.000
4780,2007-09-13,Colorado,,0.667,1.000,0.625,0.439,,0.531,--
4781,2007-09-13,Chi Cubs,,0.667,1.000,0.536,0.508,,0.522,1.000
4782,2007-09-13,LA Dodgers,,0.333,1.000,0.531,0.500,,0.515,--
4783,2007-09-13,Milwaukee,,0.333,0.000,0.638,0.379,,0.511,--
4784,2007-09-13,Atlanta,,0.333,0.000,0.500,0.507,,0.504,1.000
4785,2007-09-13,Toronto,,0.000,0.000,0.597,0.403,,0.493,0.000
4786,2007-09-13,Minnesota,,0.667,0.000,0.524,0.457,,0.489,1.000
4787,2007-09-13,Oakland,,0.667,0.000,0.500,0.452,,0.475,--
4788,2007-09-13,St. Louis,,0.000,0.000,0.578,0.377,,0.474,0.000
4789,2007-09-13,Texas,,0.333,0.000,0.567,0.359,,0.466,--
4790,2007-09-13,Kansas City,,0.333,1.000,0.457,0.459,,0.458,--
4791,2007-09-13,Cincinnati,,0.667,1.000,0.500,0.406,,0.455,1.000
4792,2007-09-13,SF Giants,,0.333,0.000,0.500,0.400,,0.453,--
4793,2007-09-13,Washington,,0.333,0.000,0.515,0.391,,0.452,--
4794,2007-09-13,Miami,,0.667,1.000,0.443,0.439,,0.441,--
4795,2007-09-13,Pittsburgh,,0.667,1.000,0.493,0.385,,0.440,--
4796,2007-09-13,Houston,,0.333,0.000,0.522,0.329,,0.423,--
4797,2007-09-13,Tampa Bay,,0.333,0.000,0.471,0.355,,0.417,--
4798,2007-09-13,Chi Sox,,0.333,1.000,0.438,0.397,,0.417,--
4799,2007-09-13,Baltimore,,0.000,0.000,0.409,0.406,,0.408,--
4800,2007-09-14,LA Angels,,0.667,0.000,0.667,0.556,,0.615,--
4801,2007-09-14,Boston,,0.667,1.000,0.625,0.559,,0.591,--
4802,2007-09-14,Cleveland,,0.667,0.000,0.615,0.562,,0.587,--
4803,2007-09-14,NY Yankees,,0.667,0.000,0.642,0.492,,0.568,--
4804,2007-09-14,Arizona,,0.667,1.000,0.627,0.500,,0.562,--
4805,2007-09-14,NY Mets,,0.667,1.000,0.552,0.565,,0.559,--
4806,2007-09-14,Detroit,,1.000,1.000,0.549,0.541,,0.546,--
4807,2007-09-14,San Diego,,0.333,0.000,0.567,0.515,,0.541,0.000
4808,2007-09-14,Seattle,,0.667,1.000,0.612,0.471,,0.540,--
4809,2007-09-14,Philadelphia,,0.333,1.000,0.586,0.493,,0.540,0.000
4810,2007-09-14,Colorado,,0.667,0.000,0.625,0.433,,0.527,--
4811,2007-09-14,Chi Cubs,,0.667,1.000,0.536,0.515,,0.526,1.000
4812,2007-09-14,LA Dodgers,,0.667,1.000,0.539,0.500,,0.519,--
4813,2007-09-14,Milwaukee,,0.333,0.000,0.638,0.379,,0.511,--
4814,2007-09-14,Atlanta,,0.333,0.000,0.500,0.507,,0.504,1.000
4815,2007-09-14,Toronto,,0.333,1.000,0.603,0.403,,0.496,0.000
4816,2007-09-14,Minnesota,,0.667,0.000,0.524,0.457,,0.489,1.000
4817,2007-09-14,Oakland,,0.667,1.000,0.508,0.452,,0.478,--
4818,2007-09-14,St. Louis,,0.000,0.000,0.578,0.371,,0.470,0.000
4819,2007-09-14,Texas,,0.000,0.000,0.567,0.354,,0.462,--
4820,2007-09-14,Cincinnati,,1.000,1.000,0.507,0.406,,0.459,1.000
4821,2007-09-14,Kansas City,,0.333,1.000,0.457,0.459,,0.458,--
4822,2007-09-14,SF Giants,,0.333,0.000,0.500,0.400,,0.453,--
4823,2007-09-14,Washington,,0.333,0.000,0.515,0.391,,0.452,--
4824,2007-09-14,Miami,,0.667,1.000,0.443,0.439,,0.441,--
4825,2007-09-14,Pittsburgh,,0.667,1.000,0.493,0.385,,0.440,--
4826,2007-09-14,Houston,,0.333,0.000,0.515,0.329,,0.420,--
4827,2007-09-14,Chi Sox,,0.333,1.000,0.438,0.397,,0.417,--
4828,2007-09-14,Tampa Bay,,0.000,0.000,0.471,0.349,,0.414,--
4829,2007-09-14,Baltimore,,0.333,1.000,0.418,0.406,,0.412,--
4830,2007-09-15,LA Angels,,0.333,0.000,0.667,0.547,,0.610,--
4831,2007-09-15,Cleveland,,0.667,1.000,0.621,0.562,,0.590,--
4832,2007-09-15,Boston,,0.667,0.000,0.615,0.559,,0.587,--
4833,2007-09-15,NY Yankees,,0.667,1.000,0.642,0.500,,0.571,--
4834,2007-09-15,Arizona,,0.333,0.000,0.627,0.493,,0.558,--
4835,2007-09-15,NY Mets,,0.333,0.000,0.544,0.565,,0.555,--
4836,2007-09-15,Detroit,,1.000,1.000,0.549,0.548,,0.549,--
4837,2007-09-15,San Diego,,0.333,1.000,0.574,0.515,,0.544,0.000
4838,2007-09-15,Seattle,,1.000,1.000,0.618,0.471,,0.544,--
4839,2007-09-15,Philadelphia,,0.667,1.000,0.586,0.500,,0.543,0.000
4840,2007-09-15,Chi Cubs,,1.000,1.000,0.536,0.522,,0.529,1.000
4841,2007-09-15,Colorado,,0.333,0.000,0.615,0.433,,0.523,--
4842,2007-09-15,LA Dodgers,,1.000,1.000,0.546,0.500,,0.522,--
4843,2007-09-15,Milwaukee,,0.333,0.000,0.629,0.379,,0.507,--
4844,2007-09-15,Atlanta,,0.667,1.000,0.500,0.514,,0.507,1.000
4845,2007-09-15,Toronto,,0.333,0.000,0.594,0.403,,0.493,0.000
4846,2007-09-15,Minnesota,,0.333,0.000,0.516,0.457,,0.485,1.000
4847,2007-09-15,Oakland,,0.667,1.000,0.515,0.452,,0.482,--
4848,2007-09-15,St. Louis,,0.000,0.000,0.569,0.371,,0.467,0.000
4849,2007-09-15,Cincinnati,,1.000,1.000,0.507,0.415,,0.463,1.000
4850,2007-09-15,Texas,,0.000,0.000,0.567,0.349,,0.459,--
4851,2007-09-15,Kansas City,,0.333,0.000,0.457,0.452,,0.455,--
4852,2007-09-15,SF Giants,,0.333,0.000,0.500,0.394,,0.449,--
4853,2007-09-15,Washington,,0.000,0.000,0.508,0.391,,0.449,--
4854,2007-09-15,Miami,,1.000,1.000,0.443,0.448,,0.445,--
4855,2007-09-15,Pittsburgh,,0.667,1.000,0.493,0.394,,0.444,--
4856,2007-09-15,Chi Sox,,0.667,1.000,0.446,0.397,,0.421,--
4857,2007-09-15,Houston,,0.000,0.000,0.507,0.329,,0.417,--
4858,2007-09-15,Baltimore,,0.667,1.000,0.418,0.415,,0.417,--
4859,2007-09-15,Tampa Bay,,0.000,0.000,0.471,0.344,,0.410,--
4860,2007-09-16,LA Angels,,0.333,1.000,0.667,0.554,,0.613,--
4861,2007-09-16,Cleveland,,0.667,1.000,0.627,0.562,,0.593,--
4862,2007-09-16,Boston,,0.667,1.000,0.621,0.559,,0.590,--
4863,2007-09-16,NY Yankees,,0.333,0.000,0.642,0.493,,0.567,--
4864,2007-09-16,Arizona,,0.333,0.000,0.627,0.486,,0.554,--
4865,2007-09-16,Detroit,,1.000,1.000,0.549,0.556,,0.552,--
4866,2007-09-16,NY Mets,,0.333,0.000,0.536,0.565,,0.551,--
4867,2007-09-16,San Diego,,0.667,1.000,0.580,0.515,,0.547,0.000
4868,2007-09-16,Philadelphia,,1.000,1.000,0.586,0.507,,0.546,0.000
4869,2007-09-16,Seattle,,0.667,0.000,0.609,0.471,,0.540,--
4870,2007-09-16,Chi Cubs,,0.667,0.000,0.536,0.515,,0.526,1.000
4871,2007-09-16,LA Dodgers,,1.000,1.000,0.552,0.500,,0.526,--
4872,2007-09-16,Colorado,,0.000,0.000,0.606,0.433,,0.519,--
4873,2007-09-16,Milwaukee,,0.333,1.000,0.634,0.379,,0.511,--
4874,2007-09-16,Atlanta,,0.333,0.000,0.500,0.507,,0.504,1.000
4875,2007-09-16,Toronto,,0.667,1.000,0.600,0.403,,0.496,0.000
4876,2007-09-16,Oakland,,1.000,1.000,0.522,0.452,,0.486,--
4877,2007-09-16,Minnesota,,0.000,0.000,0.508,0.457,,0.482,1.000
4878,2007-09-16,St. Louis,,0.333,1.000,0.576,0.371,,0.471,0.000
4879,2007-09-16,Cincinnati,,0.667,0.000,0.507,0.409,,0.460,1.000
4880,2007-09-16,Texas,,0.000,0.000,0.567,0.343,,0.455,--
4881,2007-09-16,Washington,,0.333,1.000,0.515,0.391,,0.453,--
4882,2007-09-16,Kansas City,,0.333,0.000,0.457,0.444,,0.451,--
4883,2007-09-16,Miami,,1.000,1.000,0.443,0.456,,0.449,--
4884,2007-09-16,SF Giants,,0.000,0.000,0.500,0.388,,0.446,--
4885,2007-09-16,Pittsburgh,,0.667,0.000,0.493,0.388,,0.441,--
4886,2007-09-16,Houston,,0.333,1.000,0.514,0.329,,0.421,--
4887,2007-09-16,Chi Sox,,0.667,0.000,0.439,0.397,,0.418,--
4888,2007-09-16,Tampa Bay,,0.333,1.000,0.471,0.354,,0.415,--
4889,2007-09-16,Baltimore,,0.667,0.000,0.418,0.409,,0.414,--
4890,2007-09-17,LA Angels,,0.333,0.000,0.667,0.546,,0.609,--
4891,2007-09-17,Cleveland,,0.667,0.000,0.618,0.562,,0.589,--
4892,2007-09-17,Boston,,0.333,0.000,0.612,0.559,,0.585,--
4893,2007-09-17,NY Yankees,,0.667,1.000,0.642,0.500,,0.570,--
4894,2007-09-17,Arizona,,0.333,1.000,0.627,0.493,,0.557,--
4895,2007-09-17,Detroit,,1.000,1.000,0.549,0.563,,0.556,--
4896,2007-09-17,San Diego,,1.000,1.000,0.586,0.515,,0.551,0.000
4897,2007-09-17,Philadelphia,,1.000,1.000,0.586,0.514,,0.549,0.000
4898,2007-09-17,NY Mets,,0.000,0.000,0.529,0.565,,0.547,--
4899,2007-09-17,Seattle,,0.333,0.000,0.600,0.471,,0.536,--
4900,2007-09-17,Chi Cubs,,0.667,1.000,0.536,0.522,,0.529,1.000
4901,2007-09-17,Colorado,,0.333,1.000,0.612,0.433,,0.522,--
4902,2007-09-17,LA Dodgers,,0.667,0.000,0.544,0.500,,0.522,--
4903,2007-09-17,Milwaukee,,0.667,1.000,0.639,0.379,,0.515,--
4904,2007-09-17,Atlanta,,0.667,1.000,0.500,0.514,,0.507,1.000
4905,2007-09-17,Toronto,,0.333,0.000,0.591,0.403,,0.493,0.000
4906,2007-09-17,Oakland,,0.667,0.000,0.515,0.452,,0.482,--
4907,2007-09-17,Minnesota,,0.000,0.000,0.500,0.457,,0.478,1.000
4908,2007-09-17,St. Louis,,0.333,0.000,0.567,0.371,,0.467,0.000
4909,2007-09-17,Texas,,0.333,1.000,0.567,0.353,,0.459,--
4910,2007-09-17,Cincinnati,,0.333,0.000,0.507,0.403,,0.457,1.000
4911,2007-09-17,Kansas City,,0.333,1.000,0.457,0.453,,0.455,--
4912,2007-09-17,Washington,,0.333,0.000,0.507,0.391,,0.449,--
4913,2007-09-17,Miami,,0.667,0.000,0.443,0.449,,0.446,--
4914,2007-09-17,SF Giants,,0.000,0.000,0.500,0.382,,0.443,--
4915,2007-09-17,Pittsburgh,,0.333,0.000,0.493,0.382,,0.438,--
4916,2007-09-17,Houston,,0.667,1.000,0.521,0.329,,0.426,--
4917,2007-09-17,Chi Sox,,0.667,1.000,0.448,0.397,,0.422,--
4918,2007-09-17,Tampa Bay,,0.667,1.000,0.471,0.364,,0.419,--
4919,2007-09-17,Baltimore,,0.667,1.000,0.418,0.418,,0.418,--
4920,2007-09-18,LA Angels,,0.667,1.000,0.671,0.546,,0.612,--
4921,2007-09-18,Cleveland,,0.667,1.000,0.623,0.562,,0.592,--
4922,2007-09-18,Boston,,0.333,0.000,0.612,0.551,,0.581,--
4923,2007-09-18,NY Yankees,,0.667,1.000,0.647,0.500,,0.574,--
4924,2007-09-18,San Diego,,1.000,1.000,0.592,0.515,,0.554,0.000
4925,2007-09-18,Arizona,,0.333,0.000,0.618,0.493,,0.553,--
4926,2007-09-18,Philadelphia,,1.000,1.000,0.586,0.521,,0.552,0.000
4927,2007-09-18,Detroit,,0.667,0.000,0.549,0.554,,0.552,--
4928,2007-09-18,NY Mets,,0.000,0.000,0.529,0.557,,0.543,--
4929,2007-09-18,Seattle,,0.333,1.000,0.600,0.479,,0.539,--
4930,2007-09-18,Chi Cubs,,0.667,1.000,0.543,0.522,,0.532,1.000
4931,2007-09-18,Colorado,,0.333,1.000,0.612,0.433,,0.522,--
4932,2007-09-18,LA Dodgers,,0.667,0.000,0.544,0.500,,0.522,--
4933,2007-09-18,Milwaukee,,1.000,1.000,0.639,0.388,,0.518,--
4934,2007-09-18,Atlanta,,0.667,1.000,0.508,0.514,,0.511,1.000
4935,2007-09-18,Toronto,,0.667,1.000,0.597,0.403,,0.496,0.000
4936,2007-09-18,Minnesota,,0.333,1.000,0.508,0.457,,0.482,1.000
4937,2007-09-18,Oakland,,0.333,0.000,0.507,0.452,,0.479,--
4938,2007-09-18,St. Louis,,0.333,0.000,0.559,0.371,,0.464,0.000
4939,2007-09-18,Texas,,0.333,0.000,0.567,0.348,,0.456,--
4940,2007-09-18,Washington,,0.667,1.000,0.514,0.391,,0.453,--
4941,2007-09-18,Cincinnati,,0.000,0.000,0.507,0.397,,0.453,1.000
4942,2007-09-18,Kansas City,,0.333,0.000,0.451,0.453,,0.452,--
4943,2007-09-18,SF Giants,,0.333,1.000,0.500,0.391,,0.447,--
4944,2007-09-18,Miami,,0.333,0.000,0.443,0.443,,0.443,--
4945,2007-09-18,Pittsburgh,,0.000,0.000,0.493,0.377,,0.435,--
4946,2007-09-18,Chi Sox,,0.667,1.000,0.448,0.406,,0.427,--
4947,2007-09-18,Houston,,0.667,0.000,0.514,0.329,,0.423,--
4948,2007-09-18,Tampa Bay,,0.667,0.000,0.471,0.358,,0.416,--
4949,2007-09-18,Baltimore,,0.333,0.000,0.418,0.412,,0.415,--
4950,2007-09-19,LA Angels,,0.667,1.000,0.676,0.546,,0.614,--
4951,2007-09-19,Cleveland,,0.667,1.000,0.629,0.562,,0.594,--
4952,2007-09-19,Boston,,0.000,0.000,0.612,0.543,,0.577,--
4953,2007-09-19,NY Yankees,,1.000,1.000,0.652,0.500,,0.577,--
4954,2007-09-19,San Diego,,1.000,1.000,0.597,0.515,,0.557,0.000
4955,2007-09-19,Arizona,,0.667,1.000,0.623,0.493,,0.556,--
4956,2007-09-19,Philadelphia,,1.000,1.000,0.586,0.527,,0.556,0.000
4957,2007-09-19,Detroit,,0.333,0.000,0.549,0.546,,0.547,--
4958,2007-09-19,Seattle,,0.667,1.000,0.600,0.486,,0.542,--
4959,2007-09-19,NY Mets,,0.000,0.000,0.529,0.549,,0.539,--
4960,2007-09-19,Colorado,,1.000,1.000,0.623,0.433,,0.529,--
4961,2007-09-19,Chi Cubs,,0.667,0.000,0.535,0.522,,0.529,1.000
4962,2007-09-19,Milwaukee,,1.000,1.000,0.639,0.397,,0.521,--
4963,2007-09-19,Atlanta,,1.000,1.000,0.515,0.514,,0.514,1.000
4964,2007-09-19,LA Dodgers,,0.000,0.000,0.544,0.486,,0.514,--
4965,2007-09-19,Toronto,,0.667,1.000,0.603,0.403,,0.500,0.000
4966,2007-09-19,Minnesota,,0.667,1.000,0.515,0.457,,0.486,1.000
4967,2007-09-19,Oakland,,0.000,0.000,0.500,0.452,,0.476,--
4968,2007-09-19,St. Louis,,0.000,0.000,0.551,0.371,,0.460,0.000
4969,2007-09-19,Cincinnati,,0.333,1.000,0.507,0.406,,0.457,1.000
4970,2007-09-19,Washington,,0.667,1.000,0.521,0.391,,0.457,--
4971,2007-09-19,Kansas City,,0.667,1.000,0.458,0.453,,0.456,--
4972,2007-09-19,Texas,,0.333,0.000,0.567,0.343,,0.453,--
